"DT_GERACAO";"HH_GERACAO";"NR_ANO_REFERENCIA";"CD_ELEICAO";"NM_URNA";"NR_CANDIDATO";"SG_UF_UA";"SG_UE";"NM_UE_UA";"CONTRATANTE";"NR_CPF_CNPJ_EMITENTE";"CD_NATUREZA_OPERACAO";"CD_MODELO";"NM_UNIDADE_ARRECADADORA";"DT_EMISSAO";"NR_NOTA_FISCAL";"NR_SERIE";"VR_NOTA_FISCAL";"NR_CHAVE_ACESSO";"NM_URL_ACESSO"
"26/12/2023";"12:02:27";2022;546;"COLETIVO DR. GONÇALO";1933;"MA";"MA";"SÃO LUÍS";"Titular";"44346547000119";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-31 00:00:00";9;"001";7101.0;"E549331695442B06A2CFB2B1B5E2ABAD";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"COLETIVO DR. GONÇALO";1933;"MA";"MA";"MARANHÃO";"Titular";"45285444000159";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-06 00:00:00";223235618;"890";2480.0;"00000021220903526252000147558902232356181948597852";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"COLETIVO DR. GONÇALO";1933;"MA";"MA";"SÃO LUÍS";"Titular";"01153837000133";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-16 00:00:00";34440;"001";3500.01;"96F4766AE3DD42F6C569095CE97E5355";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"COLETIVO DR. GONÇALO";1933;"MA";"MA";"SÃO JOSÉ DE RIBAMAR";"Titular";"44314668000189";"SERV";"00";"PREFEITURA MUNICIPAL DE SÃO JOSÉ DE RIBAMAR";"0022-09-06 00:00:00";53;"NFE";17450.0;"02140fdee3047576d4516ce7a8e9ce5a";"#NULO"
"26/12/2023";"12:02:27";2022;546;"CLÉCIO";77;"MA";"AP";"SÃO LUÍS";"Titular";"00758260000120";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-31 00:00:00";113;"001";661890.0;"5D16B861058DC5F5F241037960B1ED32";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. MAX";4077;"MA";"MA";"AÇAILÂNDIA";"Titular";"15716214000136";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-09-13 00:00:00";116;"001";3200.0;"EOH9Q9TE";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1244736&id_cadastro=223175&hash=EOH9Q9TE&nfe=116"
"26/12/2023";"12:02:27";2022;546;"DR. MAX";4077;"MA";"MA";"SÃO LUÍS";"Titular";"18692448000189";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-06 00:00:00";220;"001";2599.95;"5F68000569833BFB024AD9F10830FD71";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DR. MAX";4077;"MA";"MA";"MARANHÃO";"Titular";"47449069000160";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-10-25 00:00:00";465;"001";14.0;"00000021221007510293000104550010000004651012485213";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"DR. MAX";4077;"MA";"MA";"AÇAILÂNDIA";"Titular";"15716214000136";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-09-13 00:00:00";115;"001";3200.0;"WJXU14LM";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1244720&id_cadastro=223175&hash=WJXU14LM&nfe=115"
"26/12/2023";"12:02:27";2022;546;"DR. MAX";4077;"MA";"MA";"MARANHÃO";"Titular";"37367313000192";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-01 00:00:00";35;"001";9990.0;"00000021220937367313000192550010000000351890720002";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"RAFAEL LEITOA";40212;"MA";"MA";"TIMON";"Titular";"07131891347";"SERV";"00";"PREFEITURA MUNICIPAL DE TIMON";"0022-09-27 00:00:00";35153;"001";3600.0;"C5VFX2XYS";"http://45.184.25.2:8080/issweb/formGerarNF.jsf?nroNota=35153&codVerificacao=C5VFX2XYS&cnpj=07131891347&hash=6522320CHZSTXWMS88QJT9C9BGTWEOU0"
"26/12/2023";"12:02:27";2022;546;"RAFAEL LEITOA";40212;"MA";"MA";"TIMON";"Titular";"00695164139";"SERV";"00";"PREFEITURA MUNICIPAL DE TIMON";"0022-09-08 00:00:00";34921;"001";5000.0;"RN60MW7WM";"http://45.184.25.2:8080/issweb/formGerarNF.jsf?nroNota=34921&codVerificacao=RN60MW7WM&cnpj=00695164139&hash=6517123ILBMMO6ZHJ3HV52FWS66P3STM"
"26/12/2023";"12:02:27";2022;546;"RAFAEL LEITOA";40212;"MA";"MA";"TIMON";"Titular";"70046590382";"SERV";"00";"PREFEITURA MUNICIPAL DE TIMON";"0022-09-13 00:00:00";34978;"001";2000.0;"JMD4VJL8A";"http://45.184.25.2:8080/issweb/formGerarNF.jsf?nroNota=34978&codVerificacao=JMD4VJL8A&cnpj=70046590382&hash=65180183CHY28R84T69TRG5M4I0MH6IM"
"26/12/2023";"12:02:27";2022;546;"RAFAEL LEITOA";40212;"MA";"MA";"TIMON";"Titular";"16917252000110";"SERV";"00";"PREFEITURA MUNICIPAL DE TIMON";"0022-09-26 00:00:00";1985;"002";23240.0;"A1YGWPSYE";"http://45.184.25.2:8080/issweb/formGerarNF.jsf?nroNota=1985&codVerificacao=A1YGWPSYE&cnpj=16917252000110&hash=6522274DZEZ3WAZ5K56EDXTY38B0JTHA"
"26/12/2023";"12:02:27";2022;546;"RAFAEL LEITOA";40212;"MA";"MA";"TIMON";"Titular";"16917252000110";"SERV";"00";"PREFEITURA MUNICIPAL DE TIMON";"0022-09-06 00:00:00";1971;"002";21640.0;"HLEDGCRTP";"http://45.184.25.2:8080/issweb/formGerarNF.jsf?nroNota=1971&codVerificacao=HLEDGCRTP&cnpj=16917252000110&hash=65163984MH2SIE1HWGUDZO2I9NTIXR6Z"
"26/12/2023";"12:02:27";2022;546;"RAFAEL LEITOA";40212;"MA";"MA";"TIMON";"Titular";"16917252000110";"SERV";"00";"PREFEITURA MUNICIPAL DE TIMON";"0022-09-26 00:00:00";1988;"002";1990.0;"QBLVPDNI6";"http://45.184.25.2:8080/issweb/formGerarNF.jsf?nroNota=1988&codVerificacao=QBLVPDNI6&cnpj=16917252000110&hash=6522277LC8YFATWIFMBVKWE4UTTZWGIV"
"26/12/2023";"12:02:27";2022;546;"MAGAL COLETIVO ZONA RURAL";51321;"MA";"MA";"MARANHÃO";"Titular";"12194656000171";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-16 00:00:00";41627;"002";149.99;"00000021220912194656000171550020000416271860889380";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"MAGAL COLETIVO ZONA RURAL";51321;"MA";"MA";"SÃO LUÍS";"Titular";"86863412000170";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-27 00:00:00";2236;"001";1219.5;"A0DBABDCD0BC992287DD62F48D511C3F";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DANIELZINHO DA FARMÁCIA";40369;"MA";"MA";"MARANHÃO";"Titular";"23014375000106";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-30 00:00:00";1;"002";6000.0;"00000021220923014375000106550020000000011070004527";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"BIRA DO PINDARÉ";4000;"MA";"MA";"MARANHÃO";"Titular";"07801429000127";"DEVO";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-08-31 00:00:00";474;"001";9613.0;"00000021220807801429000127550010000004741211251054";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"BIRA DO PINDARÉ";4000;"MA";"MA";"MARANHÃO";"Titular";"07233294000140";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-13 00:00:00";1514;"001";13188.0;"00000021220907233294000140550010000015141450644495";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"AURELIO GOMES";13128;"MA";"MA";"IMPERATRIZ";"Titular";"06023116000122";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-10-01 00:00:00";202200000000189;"   ";7712.15;"00000000000000000000000000000000000000000SJY5-6ERT";"#NULO"
"26/12/2023";"12:02:27";2022;546;"AURELIO GOMES";13128;"MA";"MA";"MARANHÃO";"Titular";"10423230000117";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-14 00:00:00";80;"001";21470.0;"00000021220910423230000117550010000000801040010928";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"AURELIO GOMES";13128;"MA";"MA";"IMPERATRIZ";"Titular";"44575640000103";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-08-26 00:00:00";202200000000001;"   ";1000.0;"00000000000000000000000000000000000000000FMAM-WQP8";"#NULO"
"26/12/2023";"12:02:27";2022;546;"AURELIO GOMES";13128;"MA";"MA";"IMPERATRIZ";"Titular";"06023116000122";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-28 00:00:00";202200000000184;"   ";1300.0;"00000000000000000000000000000000000000000E3TH-Z7ND";"#NULO"
"26/12/2023";"12:02:27";2022;546;"BETEL GOMES";15222;"MA";"MA";"MARANHÃO";"Titular";"07121744000103";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-19 00:00:00";2642;"056";30.09;"00000021220907121744000103550560000026421572203770";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"BETEL GOMES";15222;"MA";"MA";"BURITICUPU";"Titular";"44991017000123";"SERV";"NA";"PREFEITURA MUNICIPAL DE BURITICUPU";"0022-09-05 00:00:00";202200000000002;"NFS";2380.0;"LCGM-YVWU";"https://buriticupu.portalpublico.net/reportOpenExternal.do?sys=NFS&reportID=164&exptype=SCR&nopopup=true&ID=10000045978"
"26/12/2023";"12:02:27";2022;546;"BETEL GOMES";15222;"MA";"MA";"MARANHÃO";"Titular";"31642211000151";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-13 00:00:00";4;"001";1680.0;"00000021220931642211000151550010000000041403073007";"http://0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"LÉA LOPES";55111;"MA";"MA";"SÃO LUÍS";"Titular";"24985472000109";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-14 00:00:00";100;"001";5000.0;"D0E0D95BA01C0B96F01DDC301BB39E73";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"LÉA LOPES";55111;"MA";"MA";"SÃO LUÍS";"Titular";"00380456303";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-15 00:00:00";446420;"001";10000.0;"14FF0B11EBD63905322304C4853AE051";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"LÉA LOPES";55111;"MA";"MA";"MARANHÃO";"Titular";"14756754000180";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-20 00:00:00";20220009;"001";50800.0;"00000021220914756754000180550010202200091462727975";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"LÉA LOPES";55111;"MA";"MA";"SÃO LUÍS";"Titular";"28650050000133";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-27 00:00:00";10;"001";7500.0;"AB090A8CAD9E3A9E44C7498E3CBB0B3A";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"LÉA LOPES";55111;"MA";"MA";"MARANHÃO";"Titular";"14756754000180";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-20 00:00:00";20220010;"001";49900.0;"00000021220914756754000180550010202200101087289924";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"PRISCILA DO COLETIVO ANDIROBAL";50070;"MA";"MA";"AÇAILÂNDIA";"Titular";"62559630397";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-09-09 00:00:00";9;"001";950.0;"585D7JER";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1243378&id_cadastro=245619&hash=585D7JER&nfe=9"
"26/12/2023";"12:02:27";2022;546;"PRISCILA DO COLETIVO ANDIROBAL";50070;"MA";"MA";"SÃO LUÍS";"Titular";"41094693000106";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-13 00:00:00";1;"001";3500.0;"BFDADC6CD30ED6FB5AF1701AF57BC3AF";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"PRISCILA DO COLETIVO ANDIROBAL";50070;"MA";"MA";"SÃO LUÍS";"Titular";"05475236000106";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-10 00:00:00";213;"001";85.0;"9B02D7FDEC9491899E7AA772B09274AB";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"JARDEL BOMJARDIM";5100;"MA";"MA";"IMPERATRIZ";"Titular";"47611809000113";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-09-16 00:00:00";202200000000004;"   ";2450.0;"00000000000000000000000000000000000000000GYTY-RUSP";"#NULO"
"26/12/2023";"12:02:27";2022;546;"JARDEL BOMJARDIM";5100;"MA";"MA";"MARANHÃO";"Titular";"29956077000111";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-16 00:00:00";2251;"001";2800.0;"00000021220929956077000111550010000022511726537218";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"JARDEL BOMJARDIM";5100;"MA";"MA";"AÇAILÂNDIA";"Titular";"42801964000189";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-08-31 00:00:00";36;"001";7300.0;"5DGFBXDQ";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1239295&id_cadastro=252715&hash=5DGFBXDQ&nfe=36"
"26/12/2023";"12:02:27";2022;546;"JARDEL BOMJARDIM";5100;"MA";"MA";"AÇAILÂNDIA";"Titular";"15716214000136";"SERV";"EL";"PREFEITURA MUNICIPAL DE AÇAILÂNDIA";"0022-09-14 00:00:00";118;"001";3348.0;"SJLI22Z0";"https://acailandia.sigiss.com.br/acailandia/contribuinte/nfe/nfe_ver.php?id=1245158&id_cadastro=223175&hash=SJLI22Z0&nfe=118"
"26/12/2023";"12:02:27";2022;546;"DARIO SAMPAIO";44456;"MA";"MA";"MARANHÃO";"Titular";"28721243000138";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-16 00:00:00";210;"001";8873.98;"00000021220928721243000138550010000002101000000211";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"DENISE CARVALHO";43301;"MA";"MA";"SÃO LUÍS";"Titular";"74775251368";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-14 00:00:00";446385;"001";4000.0;"D0D3299E18C31C866D510A70053D6FCF";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DENISE CARVALHO";43301;"MA";"MA";"SÃO LUÍS";"Titular";"33848217000105";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-15 00:00:00";59;"001";500.0;"9EFEE9F51841318282932359CBAB7E36";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DENISE CARVALHO";43301;"MA";"MA";"SÃO LUÍS";"Titular";"32469962000180";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-21 00:00:00";126;"001";571.2;"6DF87ABA056C0EF28FD373A75BD55E0C";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"DARIO SAMPAIO";44456;"MA";"MA";"IMPERATRIZ";"Titular";"26961719000182";"SERV";"0A";"PREFEITURA MUNICIPAL DE IMPERATRIZ";"0022-08-29 00:00:00";202200000000015;"   ";15000.0;"00000000000000000000000000000000000000000JUUU-HUY4";"#NULO"
"26/12/2023";"12:02:27";2022;546;"CORONEL MARCELLO";44222;"MA";"MA";"SÃO LUÍS";"Titular";"28210028000172";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-30 00:00:00";60;"001";5700.0;"3A64064941882B551286A7A81ACDFDC8";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"ARILSA";1999;"MA";"MA";"SÃO LUÍS";"Titular";"28758632000138";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-05 00:00:00";106;"001";848.0;"9F4298ED9CB57C487B7E284D8F2710EA";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"ARILSA";1999;"MA";"MA";"SÃO LUÍS";"Titular";"04398811000143";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-16 00:00:00";3492;"001";500.0;"FC4188949265CB0A8B219A6BF09BC4FE";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"ARILSA";1999;"MA";"MA";"SÃO LUÍS";"Titular";"13465145000100";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-16 00:00:00";1938;"001";15300.5;"780CF60F44B7165DBA340D1B796D9828";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"COLETIVO_ ENFERMAGEM_ALAYNA";12444;"MA";"MA";"SÃO LUÍS";"Titular";"95582169334";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";445978;"001";1500.0;"492B9BDBD7C7FBEAD69C33F935E28D8F";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"COLETIVO_ ENFERMAGEM_ALAYNA";12444;"MA";"MA";"SÃO LUÍS";"Titular";"32210500000144";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-12 00:00:00";42;"001";2000.0;"8C8ABB37D6E2B77E960725307FCF000A";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"COLETIVO_ ENFERMAGEM_ALAYNA";12444;"MA";"MA";"BACABAL";"Titular";"02475621303";"SERV";"0E";"PREFEITURA MUNICIPAL DE BACABAL";"0022-09-06 00:00:00";4;"E  ";1500.0;"4Q90D92P";"https://bacabal.sigiss.com.br/bacabal/contribuinte/nfe/nfe_base.php?id=3515969&hash=4Q90D92P&nota=4&cnpj=02475621303"
"26/12/2023";"12:02:27";2022;546;"COLETIVO_ ENFERMAGEM_ALAYNA";12444;"MA";"MA";"SÃO LUÍS";"Titular";"16382828000191";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-02 00:00:00";421;"001";2950.0;"FED4BF2B220655B330B908BA694FE067";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"COLETIVO_ ENFERMAGEM_ALAYNA";12444;"MA";"MA";"PINHEIRO";"Titular";"61611121329";"SERV";"NA";"PREFEITURA MUNICIPAL DE PINHEIRO";"0022-09-13 00:00:00";1925;"NFA";1500.0;"GGQN-MSQO";"https://pinheiro.portalpublico.net/reportOpenExternal.do?sys=NFS&reportID=178&exptype=PDF&nopopup=true&id=21496611"
"26/12/2023";"12:02:27";2022;546;"COLETIVO_ ENFERMAGEM_ALAYNA";12444;"MA";"MA";"ITAPECURU MIRIM";"Titular";"50497995387";"SERV";"0E";"PREFEITURA MUNICIPAL DE ITAPECURU MIRIM.MA";"0022-09-13 00:00:00";6532661;"A  ";1500.0;"VZ3579ACD";"https://itapecurumirim.meumunicipio.online/ISS/contribuinte/nfe/nfe_base.php?id=5949509&hash=VZ3579ACD&nota=6532661&cnpj=50497995387"
"26/12/2023";"12:02:27";2022;546;"CLÉCIO";77;"MA";"AP";"SÃO LUÍS";"Titular";"00758260000120";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-31 00:00:00";114;"001";174620.0;"D18F6A64E6987AE3981B20E84530B7FC";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"CLÉCIO";77;"MA";"AP";"SÃO LUÍS";"Titular";"00758260000120";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-08-31 00:00:00";111;"001";78640.0;"EC97F60DA9F7CBA8E6F7CE12963CA5B2";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"SÃO LUÍS";"Titular";"37091927000194";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-30 00:00:00";23;"001";550.0;"9D7C37CD06C588044A003BE90CE457B4";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"MARANHÃO";"Titular";"21539339000130";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-21 00:00:00";246;"001";1777.5;"00000021220921539339000130550010000002461017929074";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"MARANHÃO";"Titular";"21185562000127";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-19 00:00:00";474;"001";12500.0;"00000021220921185562000127550010000004741587852422";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"SÃO LUÍS";"Titular";"36661871000101";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-07 00:00:00";31;"001";4200.0;"DA177F2887CA14C89FDB86538A96C9A7";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"SÃO LUÍS";"Titular";"41492932000186";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-07 00:00:00";13;"001";600.0;"6B0C08AFC2BB7EDF3CC0E628B1733769";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"MARANHÃO";"Titular";"23748258000176";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-28 00:00:00";1756;"001";6612.0;"00000021220923748258000176550010000017561486864271";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"SÃO LUÍS";"Titular";"74178526000100";"SERV";"03";"PREFEITURA MUNICIPAL DE SÃO LUÍS";"0022-09-27 00:00:00";3136;"001";3200.0;"24D4E08D4C5D70D1B4B2FA3E2F884364";"https://stm.semfaz.saoluis.ma.gov.br/credenciamento/jsp/validacaonota/index.jsf"
"26/12/2023";"12:02:27";2022;546;"IVAN JUNIOR";4420;"MA";"MA";"MARANHÃO";"Titular";"23037695000181";"VEND";"55";"SECRETARIA DA FAZENDA DO ESTADO DO MARANHÃO";"0022-09-27 00:00:00";10209;"001";2500.08;"00000021220923037695000181550010000102091596154765";"http://www.nfe.fazenda.gov.br/portal/consultaRecaptcha.aspx?tipoConsulta=resumo&tipoConteudo=7PhJ+gAVw2g="
